Number,Strata,Lag,AirPoll,Beta,StdError,P-Value
1857,Male,13,EPM25,-0.000216,0.001586,0.891698788
1858,Warm All,13,EPM25,-0.020621,0.002972,4.59E-12
1859,Warm Female,13,EPM25,-0.020321,0.003008,1.62E-11
1860,Warm Male,13,EPM25,-0.021094,0.003405,6.41E-10
1861,Cold All,13,EPM25,0.021085,0.002706,8.19E-15
1862,Cold Female,13,EPM25,0.021463,0.002777,1.33E-14
1863,Cold Male,13,EPM25,0.021776,0.003063,1.36E-12
1864,Age 0-10 All,13,EPM25,-0.001546,0.002053,0.45138262
1865,Age 0-10 Female,13,EPM25,-0.001419,0.002883,0.622492367
1866,Age 0-10 Male,13,EPM25,-0.001651,0.002720,0.543960074
1867,Age 11-60 All,13,EPM25,-0.000359,0.001256,0.774835363
1868,Age 11-60 Female,13,EPM25,-0.000502,0.001556,0.747015618
1869,Age 11-60 Male,13,EPM25,-0.000117,0.001948,0.952254868
1870,Age 60+All,13,EPM25,0.001118,0.003020,0.711136902
1871,Age 60+ Female,13,EPM25,-0.000759,0.003706,0.837717799
1872,Age 60+ Male,13,EPM25,0.004730,0.005064,0.350303134
1873,All,14,EPM25,-0.003977,0.001117,0.000375471
1874,Female,14,EPM25,-0.003920,0.001169,0.000802332
1875,Male,14,EPM25,-0.003535,0.001620,0.029201761
1876,Warm All,14,EPM25,-0.025944,0.003019,1.16E-17
1877,Warm Female,14,EPM25,-0.025690,0.003051,5.12E-17
1878,Warm Male,14,EPM25,-0.026861,0.003504,2.17E-14
1879,Cold All,14,EPM25,0.019096,0.002746,4.08E-12
1880,Cold Female,14,EPM25,0.019266,0.002789,5.65E-12
1881,Cold Male,14,EPM25,0.020496,0.003096,4.03E-11
1882,Age 0-10 All,14,EPM25,-0.005697,0.002105,0.006823089
1883,Age 0-10 Female,14,EPM25,-0.007327,0.002974,0.01377031
1884,Age 0-10 Male,14,EPM25,-0.004351,0.002778,0.117313628
1885,Age 11-60 All,14,EPM25,-0.003553,0.001281,0.005579533
1886,Age 11-60 Female,14,EPM25,-0.003564,0.001588,0.024851985
1887,Age 11-60 Male,14,EPM25,-0.003537,0.001987,0.075241316
1888,Age 60+All,14,EPM25,-0.002499,0.003106,0.421100403
1889,Age 60+ Female,14,EPM25,-0.003636,0.003781,0.336310312
1890,Age 60+ Male,14,EPM25,-0.000196,0.005295,0.970492538
1891,All,0,ESO2,-0.034628,0.004555,3.58E-14
1892,Female,0,ESO2,-0.033219,0.004766,3.67E-12
1893,Male,0,ESO2,-0.030747,0.006594,3.21E-06
1894,Warm All,0,ESO2,-0.130077,0.013822,7.79E-21
1895,Warm Female,0,ESO2,-0.129250,0.013918,2.47E-20
1896,Warm Male,0,ESO2,-0.122015,0.016096,4.19E-14
1897,Cold All,0,ESO2,0.010758,0.012610,0.3936083
1898,Cold Female,0,ESO2,0.013006,0.013166,0.32326603
1899,Cold Male,0,ESO2,0.012450,0.015117,0.41022341
1900,Age 0-10 All,0,ESO2,-0.045710,0.008566,9.97E-08
1901,Age 0-10 Female,0,ESO2,-0.048472,0.012075,6.07E-05
1902,Age 0-10 Male,0,ESO2,-0.043422,0.011351,0.000132416
1903,Age 11-60 All,0,ESO2,-0.029616,0.005232,1.61E-08
1904,Age 11-60 Female,0,ESO2,-0.034331,0.006538,1.58E-07
1905,Age 11-60 Male,0,ESO2,-0.021809,0.008048,0.006758923
1906,Age 60+All,0,ESO2,-0.039629,0.012974,0.002268082
1907,Age 60+ Female,0,ESO2,-0.037147,0.015733,0.0182665
1908,Age 60+ Male,0,ESO2,-0.044491,0.022352,0.04660299
1909,All,1,ESO2,-0.030113,0.004524,3.17E-11
1910,Female,1,ESO2,-0.029271,0.004738,7.13E-10
1911,Male,1,ESO2,-0.019991,0.006494,0.002093046
1912,Warm All,1,ESO2,-0.119650,0.013920,1.14E-17
1913,Warm Female,1,ESO2,-0.118642,0.014074,4.67E-17
1914,Warm Male,1,ESO2,-0.105708,0.016091,5.66E-11
1915,Cold All,1,ESO2,0.012745,0.010016,0.20328056
1916,Cold Female,1,ESO2,0.014215,0.010098,0.15927999
1917,Cold Male,1,ESO2,0.019905,0.011565,0.08530194
1918,Age 0-10 All,1,ESO2,-0.040557,0.008504,1.91E-06
1919,Age 0-10 Female,1,ESO2,-0.046973,0.012077,0.000102024
1920,Age 0-10 Male,1,ESO2,-0.035340,0.011191,0.001600505
1921,Age 11-60 All,1,ESO2,-0.023785,0.005187,4.65E-06
1922,Age 11-60 Female,1,ESO2,-0.033194,0.006516,3.66E-07
1923,Age 11-60 Male,1,ESO2,-0.008463,0.007892,0.283619946
1924,Age 60+All,1,ESO2,-0.045943,0.013118,0.000465859
1925,Age 60+ Female,1,ESO2,-0.047681,0.016037,0.002963061
1926,Age 60+ Male,1,ESO2,-0.042515,0.022256,0.05616437
1927,All,2,ESO2,-0.024826,0.004495,3.52E-08
1928,Female,2,ESO2,-0.023478,0.004704,6.23E-07
1929,Male,2,ESO2,-0.024229,0.006540,0.0002144
1930,Warm All,2,ESO2,-0.106486,0.013649,7.62E-15
1931,Warm Female,2,ESO2,-0.106095,0.013805,1.88E-14
1932,Warm Male,2,ESO2,-0.099412,0.015913,4.59E-10
1933,Cold All,2,ESO2,0.013369,0.010170,0.18871183
1934,Cold Female,2,ESO2,0.015928,0.010270,0.12100211
1935,Cold Male,2,ESO2,0.010258,0.012403,0.40826713
1936,Age 0-10 All,2,ESO2,-0.023423,0.008294,0.004763876
1937,Age 0-10 Female,2,ESO2,-0.012002,0.011409,0.29287896
1938,Age 0-10 Male,2,ESO2,-0.033289,0.011191,0.002950645
1939,Age 11-60 All,2,ESO2,-0.022302,0.005180,1.71E-05
1940,Age 11-60 Female,2,ESO2,-0.027283,0.006474,2.56E-05
1941,Age 11-60 Male,2,ESO2,-0.014030,0.007965,0.078220734
1942,Age 60+All,2,ESO2,-0.045951,0.013122,0.000466767
1943,Age 60+ Female,2,ESO2,-0.037030,0.015747,0.01873932
1944,Age 60+ Male,2,ESO2,-0.064120,0.023052,0.00543359
1945,All,3,ESO2,-0.023697,0.004484,1.32E-07
1946,Female,3,ESO2,-0.022704,0.004693,1.36E-06
1947,Male,3,ESO2,-0.026877,0.006561,4.28E-05
1948,Warm All,3,ESO2,-0.098378,0.013313,1.76E-13
1949,Warm Female,3,ESO2,-0.098811,0.013473,2.66E-13
1950,Warm Male,3,ESO2,-0.100401,0.015464,9.40E-11
1951,Cold All,3,ESO2,0.011181,0.010131,0.2698213
1952,Cold Female,3,ESO2,0.013470,0.010239,0.18838758
1953,Cold Male,3,ESO2,0.006929,0.011501,0.546879159
1954,Age 0-10 All,3,ESO2,-0.022222,0.008287,0.007354672
1955,Age 0-10 Female,3,ESO2,-0.013285,0.011435,0.24540217
1956,Age 0-10 Male,3,ESO2,-0.029875,0.011139,0.007348374
1957,Age 11-60 All,3,ESO2,-0.019546,0.005157,0.00015247
1958,Age 11-60 Female,3,ESO2,-0.022351,0.006418,0.000501309
1959,Age 11-60 Male,3,ESO2,-0.014822,0.007972,0.063049039
1960,Age 60+All,3,ESO2,-0.056882,0.013318,1.99E-05
1961,Age 60+ Female,3,ESO2,-0.031254,0.015582,0.04493666
1962,Age 60+ Male,3,ESO2,-0.114086,0.024837,4.49E-06
1963,All,4,ESO2,-0.026548,0.004501,3.96E-09
1964,Female,4,ESO2,-0.026545,0.004718,1.95E-08
1965,Male,4,ESO2,-0.022408,0.006512,0.000584935
1966,Warm All,4,ESO2,-0.098172,0.013362,2.41E-13
1967,Warm Female,4,ESO2,-0.101153,0.013660,1.57E-13
1968,Warm Male,4,ESO2,-0.099401,0.015230,7.51E-11
1969,Cold All,4,ESO2,0.007002,0.009877,0.478465873
1970,Cold Female,4,ESO2,0.009059,0.010034,0.366686413
1971,Cold Male,4,ESO2,0.013294,0.011051,0.22905844
1972,Age 0-10 All,4,ESO2,-0.024166,0.008314,0.003671331
1973,Age 0-10 Female,4,ESO2,-0.021282,0.011588,0.06634521
1974,Age 0-10 Male,4,ESO2,-0.026572,0.011091,0.01662303
1975,Age 11-60 All,4,ESO2,-0.022154,0.005176,1.91E-05
1976,Age 11-60 Female,4,ESO2,-0.027263,0.006480,2.64E-05
1977,Age 11-60 Male,4,ESO2,-0.013727,0.007943,0.084034848
1978,Age 60+All,4,ESO2,-0.064541,0.013518,1.86E-06
1979,Age 60+ Female,4,ESO2,-0.060498,0.016379,0.000223726
1980,Age 60+ Male,4,ESO2,-0.072457,0.023275,0.001863656
1981,All,5,ESO2,-0.024295,0.004486,6.45E-08
1982,Female,5,ESO2,-0.023609,0.004702,5.33E-07
1983,Male,5,ESO2,-0.016832,0.006452,0.009117077
1984,Warm All,5,ESO2,-0.091532,0.013332,7.58E-12
1985,Warm Female,5,ESO2,-0.090926,0.013523,2.01E-11
1986,Warm Male,5,ESO2,-0.090134,0.015291,4.05E-09
1987,Cold All,5,ESO2,0.007076,0.010121,0.484498748
1988,Cold Female,5,ESO2,0.008349,0.010151,0.410851599
1989,Cold Male,5,ESO2,0.017179,0.011637,0.1399349
1990,Age 0-10 All,5,ESO2,-0.027056,0.008355,0.001211399
1991,Age 0-10 Female,5,ESO2,-0.025173,0.011675,0.03112476
1992,Age 0-10 Male,5,ESO2,-0.028637,0.011130,0.01011545
1993,Age 11-60 All,5,ESO2,-0.019760,0.005157,0.000129057
1994,Age 11-60 Female,5,ESO2,-0.030352,0.006501,3.13E-06
1995,Age 11-60 Male,5,ESO2,-0.002677,0.007799,0.731424152
1996,Age 60+All,5,ESO2,-0.048615,0.013226,0.000240045
1997,Age 60+ Female,5,ESO2,-0.033574,0.015744,0.03302071
1998,Age 60+ Male,5,ESO2,-0.079810,0.023582,0.000719905
1999,All,6,ESO2,-0.025130,0.004496,2.43E-08
2000,Female,6,ESO2,-0.023243,0.004703,8.00E-07
2001,Male,6,ESO2,-0.023194,0.006516,0.000375762
2002,Warm All,6,ESO2,-0.097095,0.013926,3.61E-12
2003,Warm Female,6,ESO2,-0.093178,0.013957,2.77E-11
2004,Warm Male,6,ESO2,-0.104600,0.016143,1.02E-10
2005,Cold All,6,ESO2,0.009263,0.009805,0.344830725
2006,Cold Female,6,ESO2,0.010496,0.009881,0.288157439
2007,Cold Male,6,ESO2,0.015827,0.011153,0.15594173
2008,Age 0-10 All,6,ESO2,-0.028744,0.008352,0.000584062
2009,Age 0-10 Female,6,ESO2,-0.018955,0.011512,0.09970676
2010,Age 0-10 Male,6,ESO2,-0.037178,0.011255,0.000963264
2011,Age 11-60 All,6,ESO2,-0.020225,0.005170,9.29E-05
2012,Age 11-60 Female,6,ESO2,-0.026658,0.006476,3.92E-05
2013,Age 11-60 Male,6,ESO2,-0.009574,0.007890,0.224991987
2014,Age 60+All,6,ESO2,-0.049589,0.013215,0.000177469
2015,Age 60+ Female,6,ESO2,-0.039230,0.015794,0.01303488
2016,Age 60+ Male,6,ESO2,-0.071180,0.023457,0.002423411
2017,All,7,ESO2,-0.031475,0.004531,4.31E-12
2018,Female,7,ESO2,-0.029948,0.004741,2.95E-10
2019,Male,7,ESO2,-0.020158,0.006478,0.001872718
2020,Warm All,7,ESO2,-0.120415,0.014523,1.48E-16
2021,Warm Female,7,ESO2,-0.117362,0.014591,1.12E-15
2022,Warm Male,7,ESO2,-0.111781,0.016385,1.02E-11
2023,Cold All,7,ESO2,0.011502,0.009807,0.240933669
2024,Cold Female,7,ESO2,0.012928,0.009961,0.194399268
2025,Cold Male,7,ESO2,0.023202,0.010975,0.03456745
2026,Age 0-10 All,7,ESO2,-0.039546,0.008493,3.31E-06
2027,Age 0-10 Female,7,ESO2,-0.037581,0.011874,0.001562127
2028,Age 0-10 Male,7,ESO2,-0.041185,0.011333,0.000282089
2029,Age 11-60 All,7,ESO2,-0.026383,0.005213,4.35E-07
2030,Age 11-60 Female,7,ESO2,-0.038861,0.006593,4.04E-09
2031,Age 11-60 Male,7,ESO2,-0.006301,0.007839,0.421607082
2032,Age 60+All,7,ESO2,-0.045084,0.013072,0.000568608
2033,Age 60+ Female,7,ESO2,-0.048561,0.015983,0.002392971
2034,Age 60+ Male,7,ESO2,-0.038410,0.022181,0.08341059
2035,All,8,ESO2,-0.032644,0.004547,8.26E-13
2036,Female,8,ESO2,-0.032740,0.004770,7.70E-12
2037,Male,8,ESO2,-0.022316,0.006499,0.000601632
2038,Warm All,8,ESO2,-0.124656,0.014480,1.02E-17
2039,Warm Female,8,ESO2,-0.124116,0.014673,3.66E-17
2040,Warm Male,8,ESO2,-0.120591,0.016275,1.52E-13
2041,Cold All,8,ESO2,0.012046,0.009743,0.216381652
2042,Cold Female,8,ESO2,0.012290,0.009877,0.213466342
2043,Cold Male,8,ESO2,0.024116,0.011173,0.03095182
2044,Age 0-10 All,8,ESO2,-0.034724,0.008419,3.79E-05
2045,Age 0-10 Female,8,ESO2,-0.037859,0.011851,0.001411292
2046,Age 0-10 Male,8,ESO2,-0.032119,0.011157,0.004010726
2047,Age 11-60 All,8,ESO2,-0.030836,0.005257,4.81E-09
2048,Age 11-60 Female,8,ESO2,-0.040927,0.006625,7.13E-10
2049,Age 11-60 Male,8,ESO2,-0.014545,0.007936,0.066904729
2050,Age 60+All,8,ESO2,-0.039365,0.012958,0.002396365
2051,Age 60+ Female,8,ESO2,-0.039350,0.015797,0.01277637
2052,Age 60+ Male,8,ESO2,-0.039398,0.022068,0.07428491
2053,All,9,ESO2,-0.030368,0.004535,2.42E-11
2054,Female,9,ESO2,-0.029090,0.004746,9.60E-10
2055,Male,9,ESO2,-0.021990,0.006501,0.000724849
2056,Warm All,9,ESO2,-0.115044,0.014216,7.56E-16
2057,Warm Female,9,ESO2,-0.112832,0.014308,3.93E-15
2058,Warm Male,9,ESO2,-0.110518,0.015989,5.48E-12
2059,Cold All,9,ESO2,0.011137,0.009886,0.26001351
2060,Cold Female,9,ESO2,0.012448,0.009980,0.212368676
2061,Cold Male,9,ESO2,0.021267,0.011300,0.05991052
2062,Age 0-10 All,9,ESO2,-0.039991,0.008506,2.66E-06
2063,Age 0-10 Female,9,ESO2,-0.041873,0.011979,0.000478001
2064,Age 0-10 Male,9,ESO2,-0.038437,0.011263,0.000649243
2065,Age 11-60 All,9,ESO2,-0.025866,0.005210,7.16E-07
2066,Age 11-60 Female,9,ESO2,-0.034105,0.006547,1.99E-07
2067,Age 11-60 Male,9,ESO2,-0.012482,0.007918,0.11498998
2068,Age 60+All,9,ESO2,-0.035839,0.012905,0.005506657
2069,Age 60+ Female,9,ESO2,-0.041490,0.015882,0.009023921
2070,Age 60+ Male,9,ESO2,-0.024980,0.021580,0.24710693
2071,All,10,ESO2,-0.031479,0.004533,4.38E-12
2072,Female,10,ESO2,-0.030278,0.004744,1.93E-10
2073,Male,10,ESO2,-0.023103,0.006517,0.000396836
2074,Warm All,10,ESO2,-0.112123,0.014151,2.92E-15
2075,Warm Female,10,ESO2,-0.110118,0.014279,1.53E-14
2076,Warm Male,10,ESO2,-0.103915,0.015921,7.49E-11
2077,Cold All,10,ESO2,0.007670,0.010107,0.447937723
2078,Cold Female,10,ESO2,0.008860,0.010297,0.389573446
2079,Cold Male,10,ESO2,0.016188,0.011007,0.1414439
2080,Age 0-10 All,10,ESO2,-0.040350,0.008500,2.13E-06
2081,Age 0-10 Female,10,ESO2,-0.041814,0.011952,0.000472743
2082,Age 0-10 Male,10,ESO2,-0.039101,0.011269,0.000526272
2083,Age 11-60 All,10,ESO2,-0.023336,0.005188,7.05E-06
2084,Age 11-60 Female,10,ESO2,-0.031893,0.006519,1.03E-06
2085,Age 11-60 Male,10,ESO2,-0.009374,0.007890,0.234834176
2086,Age 60+All,10,ESO2,-0.065104,0.013509,1.49E-06
2087,Age 60+ Female,10,ESO2,-0.066841,0.016533,0.000053711
2088,Age 60+ Male,10,ESO2,-0.061734,0.022912,0.00708003
2089,All,11,ESO2,-0.028339,0.004516,3.83E-10
2090,Female,11,ESO2,-0.024440,0.004710,2.21E-07
2091,Male,11,ESO2,-0.029828,0.006588,6.12E-06
2092,Warm All,11,ESO2,-0.104769,0.014268,2.49E-13
2093,Warm Female,11,ESO2,-0.101447,0.014337,1.73E-12
2094,Warm Male,11,ESO2,-0.106337,0.016386,9.59E-11
2095,Cold All,11,ESO2,0.009365,0.010391,0.36747859
2096,Cold Female,11,ESO2,0.014245,0.010488,0.17444349
2097,Cold Male,11,ESO2,0.007314,0.011818,0.536011723
2098,Age 0-10 All,11,ESO2,-0.045330,0.008571,1.29E-07
2099,Age 0-10 Female,11,ESO2,-0.035660,0.011856,0.002648327
2100,Age 0-10 Male,11,ESO2,-0.053597,0.011537,3.50E-06
2101,Age 11-60 All,11,ESO2,-0.017473,0.005145,0.000689354
2102,Age 11-60 Female,11,ESO2,-0.021831,0.006423,0.000682779
2103,Age 11-60 Male,11,ESO2,-0.010210,0.007905,0.196606951
2104,Age 60+All,11,ESO2,-0.059949,0.013416,8.09E-06
2105,Age 60+ Female,11,ESO2,-0.047675,0.016018,0.002934127
2106,Age 60+ Male,11,ESO2,-0.085472,0.023822,0.000337136
2107,All,12,ESO2,-0.025622,0.004505,1.38E-08
2108,Female,12,ESO2,-0.023312,0.004709,7.69E-07
2109,Male,12,ESO2,-0.024797,0.006543,0.000152964
2110,Warm All,12,ESO2,-0.110498,0.014374,1.85E-14
2111,Warm Female,12,ESO2,-0.107445,0.014524,1.66E-13
2112,Warm Male,12,ESO2,-0.120410,0.016577,4.46E-13
2113,Cold All,12,ESO2,0.017870,0.009994,0.073839297
2114,Cold Female,12,ESO2,0.020430,0.010210,0.04546855
2115,Cold Male,12,ESO2,0.023367,0.011054,0.03458307
2116,Age 0-10 All,12,ESO2,-0.032972,0.008417,9.10E-05
2117,Age 0-10 Female,12,ESO2,-0.024403,0.011669,0.03655881
2118,Age 0-10 Male,12,ESO2,-0.040252,0.011299,0.000371442
2119,Age 11-60 All,12,ESO2,-0.018100,0.005157,0.000453178
2120,Age 11-60 Female,12,ESO2,-0.024625,0.006456,0.000138534
2121,Age 11-60 Male,12,ESO2,-0.007376,0.007874,0.348971198
2122,Age 60+All,12,ESO2,-0.058654,0.013379,1.19E-05
2123,Age 60+ Female,12,ESO2,-0.039511,0.015826,0.01257427
2124,Age 60+ Male,12,ESO2,-0.099971,0.024264,3.86E-05
2125,All,13,ESO2,-0.020621,0.004476,4.20E-06
2126,Female,13,ESO2,-0.019469,0.004684,3.30E-05
2127,Male,13,ESO2,-0.011501,0.006411,0.072885488
2128,Warm All,13,ESO2,-0.108816,0.014336,3.89E-14
2129,Warm Female,13,ESO2,-0.108630,0.014569,1.07E-13
2130,Warm Male,13,ESO2,-0.104821,0.016279,1.34E-10
2131,Cold All,13,ESO2,0.024993,0.010014,0.01260408
2132,Cold Female,13,ESO2,0.027214,0.010279,0.008135717
2133,Cold Male,13,ESO2,0.036093,0.011148,0.001214427
2134,Age 0-10 All,13,ESO2,-0.025404,0.008317,0.00226893
2135,Age 0-10 Female,13,ESO2,-0.022463,0.011622,0.0533246
2136,Age 0-10 Male,13,ESO2,-0.027861,0.011079,0.01195129
2137,Age 11-60 All,13,ESO2,-0.016590,0.005135,0.001244922
2138,Age 11-60 Female,13,ESO2,-0.025898,0.006449,6.03E-05
2139,Age 11-60 Male,13,ESO2,-0.001466,0.007792,0.850816181
2140,Age 60+All,13,ESO2,-0.035610,0.012927,0.005899078
2141,Age 60+ Female,13,ESO2,-0.044696,0.015977,0.005171551
2142,Age 60+ Male,13,ESO2,-0.018641,0.021448,0.38482952
2143,All,14,ESO2,-0.027203,0.004522,1.95E-09
2144,Female,14,ESO2,-0.027133,0.004744,1.14E-08
2145,Male,14,ESO2,-0.013181,0.006431,0.040443524
2146,Warm All,14,ESO2,-0.118319,0.014365,2.33E-16
2147,Warm Female,14,ESO2,-0.118040,0.014561,6.73E-16
2148,Warm Male,14,ESO2,-0.107148,0.016351,6.31E-11
2149,Cold All,14,ESO2,0.020270,0.010084,0.04447231
2150,Cold Female,14,ESO2,0.020842,0.010260,0.04227248
2151,Cold Male,14,ESO2,0.034595,0.011145,0.001921208
2152,Age 0-10 All,14,ESO2,-0.031987,0.008390,0.000139475
2153,Age 0-10 Female,14,ESO2,-0.037232,0.011840,0.00167541
2154,Age 0-10 Male,14,ESO2,-0.027627,0.011093,0.01279377
2155,Age 11-60 All,14,ESO2,-0.023036,0.005202,9.73E-06
2156,Age 11-60 Female,14,ESO2,-0.035206,0.006567,8.70E-08
2157,Age 11-60 Male,14,ESO2,-0.003548,0.007822,0.650160978
2158,Age 60+All,14,ESO2,-0.043019,0.013089,0.001021726
2159,Age 60+ Female,14,ESO2,-0.052347,0.016158,0.00120556
2160,Age 60+ Male,14,ESO2,-0.025267,0.021785,0.24619829
