Strata,BETA,SEBeta,RR,Low95$CI,Upper95%CI,BETA,SEBeta,RR,Low95$CI,Upper95%CI,BETA,SEBeta,RR,Low95$CI,Upper95%CI,BETA,SEBeta,RR,Low95$CI,Upper95%CI
Air Pollutant:,AQHI,,IQR=1,,,CO,,IQR=0.1,,,O3,,IQR=12.8,,,PM2.5,,IQR=6.5,,
Cold Female,-0.080188167,0.025982072,0.922942663,0.87711863,0.971161,-0.1304871,0.1570343,0.987036055,0.957119111,1.017888,-0.02927086,0.002533221,0.687518179,0.645183532,0.732631,0.02207923,0.002726098,1.15432412,1.114922066,1.195119
Cold Male,-0.094035288,0.031184899,0.910250641,0.85628014,0.967623,-0.1871864,0.1884447,0.981455466,0.945866537,1.018383,-0.02769141,0.002994326,0.701559161,0.650787768,0.756291,0.0191617,0.003312395,1.13263984,1.085837021,1.181460
Age 0-10 All,-0.050786231,0.014934835,0.950481832,0.923062339,0.978716,-0.20928269,0.11373502,0.979289207,0.957700354,1.001365,-0.003693016,0.001611228,0.953829252,0.916041973,0.993175,-0.002526918,0.002059118,0.983709187,0.958238927,1.009856
Age 0-10 Female,-0.04459044,0.02088806,0.9563891,0.918024649,0.996357,-0.1676248,0.1588821,0.983377229,0.953225891,1.014482,-0.004353286,0.002261246,0.945801975,0.893640062,1.001009,-0.00062652,0.002852683,0.995935901,0.960390255,1.032797
Age 0-10 Male,-0.055988286,0.019877628,0.945550212,0.909419826,0.983116,-0.2442297,0.1512618,0.975872858,0.947365521,1.005238,-0.003144345,0.002137131,0.960551562,0.910406607,1.013458,-0.004152291,0.002760267,0.973371081,0.939736565,1.008209
Age 11-60 All,-0.027906407,0.009068337,0.97247938,0.955347293,0.989919,-0.04453717,0.07005981,0.995556186,0.981978918,1.009321,-0.000539991,0.000988813,0.993111947,0.968778552,1.018057,-0.001395073,0.001258602,0.990973016,0.975209885,1.006991
Age 11-60 Female,-0.02430263,0.01124287,0.975990301,0.954718587,0.997736,-0.004799337,0.08669215,0.999520181,0.982680148,1.016649,-0.001240241,0.001228528,0.98425026,0.954377107,1.015058,-0.000451799,0.001553747,0.997067614,0.977524982,1.017001
Age 11-60 Male,-0.03401727,0.0141285,0.966554812,0.94015631,0.993695,-0.1120477,0.1092029,0.98885777,0.967917388,1.010251,0.00064001,0.001533003,1.008225775,0.970185633,1.047757,-0.00301207,0.001972532,0.980611958,0.956276184,1.005567
Age 60+All,-0.084841688,0.022525236,0.918657707,0.878981744,0.960125,-0.34620138,0.17449049,0.965972283,0.933494438,0.999580,-0.000836431,0.002400668,0.989350792,0.931523114,1.050768,-0.007705067,0.003158181,0.951150537,0.913640454,0.990201
Age 60+ Female,-0.09474576,0.0274115,0.909604163,0.862023885,0.959811,-0.4762327,0.21316088,0.953492929,0.914477146,0.994173,-0.000478456,0.002913876,0.993894478,0.923829676,1.069273,-0.00941861,0.00385833,0.940615374,0.895497285,0.988007
Age 60+ Male,-0.06502785,0.03848733,0.937041366,0.868955801,1.010462,-0.08786875,0.29531943,0.991251617,0.93550435,1.050321,-0.001551199,0.004120763,0.980340472,0.884054073,1.087114,-0.004306306,0.005347868,0.972397129,0.908352439,1.040957
All: LAG 3,-0.027964242,0.007882347,0.972423138,0.95751524,0.987563,-0.04702616,0.06076655,0.995308424,0.983524373,1.007234,-0.002962306,0.000861074,0.962792352,0.942216556,0.983817,-0.001560645,0.001093397,0.989907086,0.976213399,1.003793
Female,-0.029433047,0.008242029,0.970995887,0.955436071,0.986809,-0.03825293,0.06357254,0.996182014,0.983846381,1.008672,-0.002825194,0.000900556,0.964483568,0.942937165,0.986522,-0.002065847,0.001145793,0.986661748,0.97236366,1.001170
Male,-0.01851904,0.01144396,0.981651384,0.959877889,1.003919,-0.05127679,0.08830646,0.994885445,0.977814064,1.012255,-0.001885163,0.001252814,0.976158717,0.945954618,1.007327,-0.000951209,0.001584485,0.993836216,0.973975434,1.014102
Warm All,-0.006643277,0.016881832,0.993378741,0.961047285,1.026798,-0.1288376,0.1552838,0.98719888,0.957605497,1.017707,0.01989218,0.001803245,1.289971215,1.232913532,1.349669,-0.02234391,0.002727647,0.864818678,0.835282208,0.895400
Warm Female,-0.0116214,0.01706952,0.988445868,0.955923243,1.022075,-0.1559342,0.1569712,0.984527528,0.954698424,1.015289,0.0196745,0.001821451,1.286381966,1.228921601,1.346529,-0.02293416,0.002756992,0.86150705,0.831772662,0.892304
Warm Male,0.002064039,0.019467782,1.002066171,0.964550766,1.041041,-0.1292914,0.1792916,0.987154082,0.95306679,1.022461,0.020264,0.002105509,1.296125202,1.229436815,1.366431,-0.02154959,0.003142368,0.869295353,0.835181591,0.904803
Cold All,-0.077149911,0.025040797,0.925751063,0.881412211,0.972320,-0.07491211,0.15191972,0.992536778,0.963418409,1.022535,-0.03325368,0.002473804,0.653346865,0.614030978,0.695180,0.0215072,0.002712292,1.150040087,1.110979657,1.190474
Cold Female,-0.071803231,0.025345963,0.930714013,0.885607598,0.978118,-0.03137564,0.15362356,0.996867353,0.967298851,1.027340,-0.03302999,0.0025091,0.655220229,0.615246565,0.697791,0.02146982,0.002761831,1.149760696,1.110008977,1.190936
Cold Male,-0.06711007,0.02798148,0.93509227,0.885189289,0.987809,-0.08842694,0.17086712,0.991196288,0.958550866,1.024954,-0.03074072,0.002795193,0.674703991,0.629010696,0.723717,0.02158878,0.003053859,1.15065008,1.106742379,1.196300
Age 0-10 All,-0.039310802,0.014882171,0.961451842,0.93381227,0.989910,-0.1491619,0.1134246,0.985194505,0.963534089,1.007342,-0.004340537,0.001612686,0.94595633,0.908447718,0.985014,-0.002051045,0.002052719,0.986756682,0.96128588,1.012902
Age 0-10 Female,-0.064585799,0.021050182,0.937455678,0.899564829,0.976943,-0.206081,0.1595679,0.979602796,0.949439557,1.010724,-0.004939916,0.002261059,0.938726673,0.886959131,0.993516,-0.006600597,0.002939364,0.958003468,0.922792041,0.994558
Age 0-10 Male,-0.01862379,0.0195897,0.981548561,0.944575554,1.019969,-0.1020224,0.1498554,0.989849626,0.96119892,1.019354,-0.003837816,0.002139046,0.952063024,0.902317856,1.004551,0.001599337,0.002672636,1.010449913,0.976623864,1.045448
Age 11-60 All,-0.016164266,0.009029731,0.983965675,0.96670438,1.001535,0.02151566,0.06970706,1.002153882,0.988554981,1.015940,-0.002241917,0.000991101,0.971711298,0.947847856,0.996176,-0.000200031,0.001248438,0.998700643,0.982941864,1.014712
Age 11-60 Female,-0.02038743,0.01122079,0.979818988,0.958505308,1.001607,0.03900026,0.08640576,1.003907641,0.987049091,1.021054,-0.003392015,0.001230458,0.957511266,0.928404718,0.987530,0.000260001,0.001547213,1.001691435,0.982139929,1.021632
Age 11-60 Male,-0.009050178,0.013986048,0.990990652,0.96419393,1.018532,-0.008047534,0.108419277,0.99919557,0.9781865,1.020656,-0.00030334,0.001537746,0.996124776,0.95842715,1.035305,-0.000975509,0.001941547,0.993679252,0.969401782,1.018565
Age 60+All,-0.078691424,0.022453159,0.924325105,0.884529321,0.965911,-0.244785,0.1734878,0.975818669,0.943195115,1.009571,-0.004211317,0.002412238,0.947522252,0.891880535,1.006635,-0.009746067,0.003196893,0.938615431,0.901155138,0.977633
Age 60+ Female,-0.073129653,0.027139093,0.929480312,0.88133077,0.980260,-0.2893182,0.2111754,0.971482698,0.932093453,1.012536,-0.003556866,0.00292462,0.955492958,0.887895919,1.028236,-0.008580591,0.003848454,0.945753002,0.900501773,0.993278
Age 60+ Male,-0.09004586,0.03896049,0.913889273,0.846700354,0.986410,-0.1564334,0.2958343,0.984478382,0.92901828,1.043249,-0.005527472,0.004149862,0.931693257,0.839571716,1.033923,-0.012146565,0.005589456,0.924083658,0.860568259,0.992287
All: LAG 4,-0.025868403,0.00787337,0.974463318,0.959541025,0.989618,-0.03802841,0.06068428,0.996204381,0.984425595,1.008124,-0.001960141,0.000859837,0.975222328,0.954410511,0.996488,-0.00185321,0.001092533,0.988026396,0.97436945,1.001875
Female,-0.025426835,0.008227165,0.974893704,0.959299375,0.990742,-0.02701521,0.06345733,0.997302125,0.984974863,1.009784,-0.001843943,0.000898803,0.976673889,0.954897151,0.998947,-0.002056035,0.001143362,0.986724677,0.972455795,1.001203
Male,-0.02120653,0.01144967,0.979016747,0.957290976,1.001236,0.01283392,0.08788467,1.001284216,0.984184398,1.018681,-0.002140013,0.001252592,0.972979597,0.942879117,1.004041,-0.001785594,0.001588913,0.988460733,0.968652729,1.008674
Warm All,-0.001431253,0.01689789,0.998569771,0.966038957,1.032196,-0.1614091,0.1557609,0.983988656,0.954402254,1.014492,0.02189753,0.001795926,1.323511437,1.265202505,1.384508,-0.0228829,0.002742902,0.861794143,0.832199219,0.892442
Warm Female,-0.002118845,0.017197791,0.997883398,0.964807658,1.032093,-0.1524386,0.1585624,0.984871739,0.954734402,1.015960,0.02171357,0.001828498,1.320398647,1.261195825,1.382381,-0.02272792,0.002788089,0.862662726,0.832558546,0.893855
Warm Male,-0.007626877,0.019205068,0.992402134,0.955740534,1.030470,-0.1634487,0.1765678,0.983787983,0.950324134,1.018430,0.02094141,0.002060546,1.307412572,1.241543135,1.376777,-0.02485286,0.003136266,0.850829443,0.817503889,0.885514
Cold All,-0.08148803,0.024215323,0.921743743,0.87901786,0.966546,-0.03890959,0.1458661,0.996116601,0.968041119,1.025006,-0.03392109,0.002414955,0.647789195,0.609707257,0.688250,0.02125939,0.002613465,1.148189134,1.110588984,1.187062
Cold Female,-0.078983783,0.024648032,0.92405491,0.88047484,0.969792,-0.02146308,0.14859868,0.997855994,0.969212252,1.027346,-0.03379968,0.002460218,0.648796673,0.609962467,0.690103,0.02114384,0.002674342,1.147327081,1.108894799,1.187091
Cold Male,-0.05541333,0.02708797,0.946094018,0.897173735,0.997682,0.05415547,0.16389001,1.005430238,0.97364658,1.038251,-0.03238557,0.002760112,0.660647215,0.616448198,0.708015,0.02272745,0.002929456,1.159198044,1.116732662,1.203278
Age 0-10 All,-0.03490799,0.01485798,0.965694266,0.937977206,0.994230,-0.20842108,0.11383934,0.979373588,0.957763291,1.001471,-0.001986352,0.001608695,0.974895195,0.93633286,1.015046,-0.001758946,0.00204305,0.988631961,0.963231399,1.014702
Age 0-10 Female,-0.04232229,0.02089897,0.958560796,0.920089555,0.998641,-0.3311296,0.16098563,0.967429273,0.937380362,0.998441,-0.001143588,0.002250092,0.985468687,0.931379709,1.042699,-0.003183665,0.002882833,0.979518825,0.94419637,1.016163
Age 0-10 Male,-0.02872055,0.0196563,0.971687965,0.934964332,1.009854,-0.1080465,0.1499304,0.989253511,0.960605938,1.018755,-0.002684956,0.002136853,0.966216416,0.915782118,1.019428,-0.000581692,0.002694116,0.996226141,0.962612789,1.031013
Age 11-60 All,-0.0173375,0.009030319,0.98281193,0.965569762,1.000362,0.03408425,0.0696364,1.00341424,0.989811944,1.017203,-0.001586062,0.000989769,0.979903096,0.955870421,1.004540,-0.001219734,0.00125369,0.992103075,0.976383068,1.008076
Age 11-60 Female,-0.02127219,0.01122789,0.978952467,0.95764431,1.000735,0.02039665,0.08657273,1.002041747,0.985182289,1.019190,-0.001834264,0.001228545,0.976794898,0.94714762,1.007370,-0.000803673,0.001554037,0.994789746,0.975288157,1.014681
Age 11-60 Male,-0.01072573,0.0139906,0.989331586,0.962571138,1.016836,0.05719615,0.10785165,1.005736003,0.98469896,1.027222,-0.00116732,0.001537732,0.985169377,0.947886683,1.023918,-0.00192194,0.001952037,0.987585099,0.96332777,1.012453
Age 60+All,-0.060079242,0.02228054,0.941689909,0.901451443,0.983725,-0.08442325,0.17112073,0.991593211,0.958887052,1.025415,-0.004313919,0.002409425,0.946278682,0.890772854,1.005243,-0.00637232,0.003131292,0.95942601,0.92190533,0.998474
Age 60+ Female,-0.05565165,0.02693157,0.945868572,0.897234946,0.997138,-0.2224291,0.2093183,0.97800264,0.938690653,1.018961,-0.002955798,0.002914496,0.962872558,0.894980731,1.035915,-0.006593083,0.003794033,0.958050259,0.912843323,1.005496
Age 60+ Male,-0.06900042,0.03851891,0.933326288,0.86545709,1.006518,0.1861925,0.2880382,1.018793669,0.96287061,1.077965,-0.007073397,0.004156379,0.913438269,0.822987129,1.013831,-0.00591324,0.005384663,0.962293232,0.898492728,1.030624
All: LAG 5,-0.023245107,0.00786958,0.977022979,0.962068636,0.992210,-0.02383213,0.06065101,0.997619625,0.985830534,1.009550,-0.000560662,0.000858459,0.992849216,0.971694822,1.014464,-0.001370196,0.001089456,0.991133269,0.977471696,1.004986
Female,-0.021208226,0.008227424,0.979015087,0.963354343,0.994930,-0.002768558,0.063449363,0.999723183,0.987367537,1.012233,-0.000363628,0.000898041,0.995356377,0.973181682,1.018036,-0.001687801,0.001142616,0.989089252,0.974795441,1.003593
Male,-0.01865035,0.01143393,0.981522492,0.959770723,1.003767,0.0211327,0.08780266,1.002115505,0.985017323,1.019510,-0.000602051,0.001248751,0.992323364,0.961717127,1.023904,-0.00116971,0.001581974,0.992425716,0.972624235,1.012630
Warm All,0.009419239,0.016899308,1.00946374,0.976575314,1.043460,-0.1857774,0.1567324,0.981593763,0.951898097,1.012216,0.02447009,0.00177909,1.367818523,1.308109993,1.430252,-0.02114001,0.002744106,0.871612735,0.841667719,0.902623
Warm Female,0.01109094,0.01712067,1.011152672,0.977784899,1.045659,-0.1603544,0.1589256,0.984092443,0.953911044,1.015229,0.02437244,0.001804268,1.366109928,1.305650986,1.429368,-0.02133591,0.002781766,0.870503573,0.840193452,0.901907
Warm Male,0.003881342,0.019468641,1.003888884,0.966303614,1.042936,-0.264702,0.1804766,0.973877065,0.940029883,1.008943,0.02472954,0.002055962,1.372368545,1.303376412,1.445013,-0.02191349,0.003167114,0.867241595,0.83294579,0.902949
Cold All,-0.094442466,0.024881577,0.909880082,0.86657176,0.955353,0.004263546,0.148467248,1.000426446,0.97173395,1.029966,-0.03426023,0.002469287,0.644983242,0.606239343,0.686203,0.02052708,0.002687495,1.142736723,1.104273148,1.182540
Cold Female,-0.092253733,0.024996618,0.911873748,0.868274731,0.957662,0.02577476,0.14899782,1.002580801,0.973725253,1.032291,-0.0341087,0.002489556,0.646235455,0.607107538,0.687885,0.02046191,0.002707861,1.142252757,1.103519112,1.182346
Cold Male,-0.06960953,0.02872669,0.932757963,0.881690808,0.986783,0.1424293,0.171606,1.014344844,0.980794966,1.049042,-0.03415613,0.002892862,0.645843242,0.600630954,0.694459,0.02123718,0.003139361,1.148023387,1.103013755,1.194870
Age 0-10 All,-0.02940138,0.01482109,0.971026636,0.943224725,0.999648,-0.20295706,0.11387412,0.979908866,0.958280225,1.002026,-0.000530065,0.001606177,0.993238133,0.954010501,1.034079,0.001144863,0.002009867,1.007469367,0.981999877,1.033599
Age 0-10 Female,-0.02107226,0.02073029,0.979148209,0.940161483,1.019752,-0.2588951,0.1604727,0.97444275,0.944270923,1.005579,0.000983089,0.002245795,1.012663045,0.957184644,1.071357,0.001794634,0.002816448,1.011733424,0.976074439,1.048695
Age 0-10 Male,-0.03637246,0.01970288,0.96428107,0.927752667,1.002248,-0.156921,0.1503047,0.98443038,0.955852352,1.013863,-0.001799583,0.002133973,0.97722861,0.926286426,1.030972,0.000607921,0.002665007,1.003959304,0.970444852,1.038631
Age 11-60 All,-0.015423271,0.009031854,0.984695059,0.967416943,1.002282,0.06610373,0.06954054,1.00663227,0.993005007,1.020447,-0.000677632,0.00098898,0.991363818,0.967069205,1.016269,-0.001798081,0.001257216,0.988380507,0.972675791,1.004339
Age 11-60 Female,-0.02347241,0.01123845,0.976800924,0.95551982,0.998556,0.03640072,0.0864225,1.003646705,0.9867893,1.020792,-0.001031332,0.001227321,0.986885702,0.956961538,1.017746,-0.001994501,0.001560393,0.987119417,0.967689833,1.006939
Age 11-60 Male,-0.001943244,0.013954994,0.998058643,0.971129908,1.025734,0.1161316,0.1075672,1.011680855,0.990574688,1.033237,-8.10E-05,0.001534996,0.998963167,0.961224438,1.038184,-0.001465569,0.001951543,0.990519032,0.96619572,1.015455
Age 60+All,-0.059960006,0.02233384,0.941802199,0.901464756,0.983945,-0.1686817,0.1725577,0.983273301,0.950573798,1.017098,0.000179863,0.002398368,1.002304899,0.943774508,1.064465,-0.005075366,0.003123171,0.967548352,0.929806222,1.006822
